surname,number
DIENISOV,2
DIENNET,2
DIENSTMANN,2
DIEPENBROEK,2
DIEPHUIS,2
DIERICH,2
DIERICK,2
DIERICKX OF DIRIKS,2
DIESENDORF,2
DIESMANN,2
DIESTELHORST,2
DIESTERHEFT,2
DIETERICH,2
DIETHELM,2
DIETKOV,2
DIETRICHSTEIN,2
DIETSKOV,2
DIETZEL,2
DIEYE,2
DIFALLAH,2
DIGALOVSKI,2
DIGIROLAMO,2
DIGLIO,2
DIGRANDI,2
DIHSARZ,2
DIIAK,2
DIIAKON,2
DIIANCHUK,2
DIIEV,2
DIJKMAN,2
DIKALOV,2
DIKANOV,2
DIKAREV,2
DIKCHARDT,2
DIKELMAN,2
DIKIDZHI,2
DIKIEV,2
DIKMELIK,2
DIKMEN,2
DIKOVSKYI,2
DIKOW,2
DILBAS,2
DILCHER,2
DILEWSKI,2
DILFIRUZ,2
DILION,2
DILLY,2
DILMEN,2
DILOV,2
DILYSHYN,2
DIMAILIG,2
DIMAKOS,2
DIMANOW,2
DIMASI,2
DIMATTEO,2
DIMCENCO,2
DIMEN,2
DIMENTIN AHARON,2
DIMER,2
DIMETTO,2
DIMINET,2
DIMITRADZE,2
DIMITRASH,2
DIMITRENCO,2
DIMITRENKO,2
DIMITRI,2
DIMITRIĆ,2
DIMITRIEV,2
DIMITRIJEVIC,2
DIMMER,2
DIMO,2
DIMOFTE,2
DIMOSKI,2
DIMOU,2
DIMSKI,2
DIMTCHEV,2
DIMU,2
DINA,2
DINAKU,2
DI-NAPOLI,2
DINAS,2
DINCOV,2
DINDA,2
DINEHIN,2
DINELLI,2
DINESEN,2
DINESH,2
DINGĂ,2
DINH ANH,2
DINH HONG,2
DINH MANH,2
DINIĆ,2
DINIEJKO,2
DINIYEV,2
DINK,2
DINKOW,2
DINKOW-GEORGIJEW,2
DINMUKHAMMED,2
DINNER,2
DINOVICH,2
DINOVSKYI,2
DINTERA,2
DINUDIS,2
DINUR,2
DIOK-BARAN,2
DIOMIN,2
DIORDIIASHENKO,2
DIOUBATE,2
DIOUM,2
DIPANI,2
DIPITA,2
DIPSELLAS,2
DIRAK,2
DIRANYAN,2
DIRIKX,2
DIRNĒNS,2
DIRSCHKA,2
DIRSCHLAG,2
DIRSE,2
DISALVO,2
DISCEPOLO,2
DISHLI,2
DISKANT,2
DISKERT,2
DISKO,2
DISPALDRO,2
DISSANAYAKA MUDIYANSELAGE,2
DISSARSKI,2
DISSENTSHIK,2
DISSING,2
DISSMANN,2
DISU,2
DITAL,2
DITCHYK,2
DITER,2
DITKOVSKY,2
DITLOF,2
DITLZWIG,2
DITTKO,2
DITZLER,2
DIŢĂ,2
DIUDIA,2
DIUDIN,2
DIULDIN,2
DIURD,2
DIURK,2
DIUZHENKO,2
DIUZHOK,2
DIVAC,2
DIVAKARAN,2
DIVENKO,2
DIVIĆ,2
DIVIN,2
DIVINA,2
DIVOCHYI,2
DIVONCHUK,2
DIVYNETS,2
DIWENIUK,2
DIWES,2
DIYON,2
DIYORA,2
DIZANGI,2
DIZEK,2
DIZHA,2
DIZHOV,2
DIZHYTSKYI,2
DIZOW,2
DÍAZ RODRÍGUEZ,2
DÎNGĂ,2
DJACZKIN,2
DJAKAB,2
DJAKOVSKI,2
DJANGMAH,2
DJAPO,2
DJASEK,2
DJEBALI,2
DJEBBER,2
DJEDDOU,2
DJEKIĆ,2
DJELALET,2
DJELLOUL,2
DJEMA,2
DJERGOVIĆ,2
DJETA,2
DJIDIOUI,2
DJIDJEH,2
DJOKIC,2
DJOKO,2
DJONBALIC,2
DJONIZIAK,2
DJOUAMA,2
DJULA,2
DJURIC,2
DİKDERE,2
DKHEL,2
DİKMEN,2
DLABOCHA,2
DLIGACZ,2
DLOCZIK,2
DLOHUSH,2
DLUCIK,2
DLUGOLECKI,2
DLUGOPOLSKI,2
DLUGOŠ,2
DLUHAKANSKYI,2
DLUZHEVSKYI,2
DLUZHNEVSKYI,2
DLOCIAK,2
DLOUGI,2
DLUCKI,2
DLUGINSKI,2
DLUGOCKI,2
DLUGOZIMA-LUDWISIAK,2
DLUSZCZYK,2
DLUZNIAK,2
DLUZANSKI,2
DLUZEJ,2
DLUZEK,2
DLUZEN,2
DLUZNIAK-NGUYEN,2
DLUZYK-POULSEN,2
DMITERCZYK,2
DMITRAK,2
DMITRIENKO,2
DMITRIIENKO,2
DMITRUSZKO,2
DMITRYK,2
DMOCH-HOLODY,2
DMOCHOWSKI-SCIGA,2
DMUKHALSKYI,2
DMYSHUK,2
DMYTRAKOV,2
DMYTRASEVYCH,2
DMYTRASHCHUK,2
DMYTRIIEVSKYI,2
DMYTRIV STYGAR,2
DMYTRIYCHUK,2
DMYTROKHIN,2
DMYTROSHCHUK,2
DMYTRUKH,2
DMYTRULIN,2
DMYTRUSENKO,2
DMYTRUSH,2
DMYTRUSZKO,2
DMYTRYNSKYI,2
DMYTRYSHCHAK,2
DMYTRYSHCHUK,2
DİNÇEL,2
DNES,2
DNIEPRUK,2
DİNLEYİCİ,2
DNYSHCHUN,2
DO AMARAL KAMPEL,2
DO CARMO FERNANDES,2
DO DUY,2
DO NASCIMENTO MARIA,2
DO NGOC,2
DO QUOC,2
DO ROSÁRIO DE ALMEIDA,2
DO SANTOS-ZOUNON,2
DO TENDAJ,2
DO THE,2
DO XUAN,2
DOAN ANH,2
DOAN QUYET,2
DOAN TIEN,2
DOAN TRONG,2
DOĞANAY,2
DOANISS,2
DOBACZESKI,2
DOBAK-SILVA,2
DOBARIN,2
DOBARSKI,2
DOBBE,2
DOBBELSTEIN,2
DOBBERT,2
DOBBIE,2
DOBBS,2
DOBEK-PIETROWSKI,2
DOBEK-ZAREBA,2
DOBELLI,2
DOBERSZTEJN,2
DOBERSZYC,2
DOBES,2
DOBEŠ,2
DOBETZKI,2
DOBHAL,2
DOBIA,2
DOBIEC,2
DOBIEGALO,2
DOBIENKO,2
DOBIENKO,2
DOBIJA-DZIUBCZYNSKI,2
DOBILEWSKI,2
DOBINIAK,2
DOBINSON,2
DOBKIEWICZ-RUSEK,2
DOBLONSKI,2
DOBNIEWSKI,2
DOBON,2
DOBOŠ,2
DOBRAI,2
DOBRAJSKI,2
DOBRANOVSKYI,2
DOBRANOWSKI-DURBAS,2
DOBRANSKYI,2
DOBRASINSKI,2
DOBREANSCHI,2
DOBREANSCHII,2
DOBRIAKOV,2
DOBRIANSKYJ,2
DOBRII,2
DOBRINGER,2
DOBRODIICHUK,2
DOBRODUM,2
DOBRODZIEJSKI,2
DOBROGODZKI,2
DOBROKHVALOV,2
DOBROLOZHA,2
DOBROMYSLOWSKI,2
DOBRONOZHENKO,2
DOBRONRAV,2
DOBROSELSKYI,2
DOBROSMYSLOW,2
DOBROSOL,2
DOBROSOTSKYI,2
DOBROSTROI,2
DOBROSZKA,2
DOBROTVOR,2
DOBROVINSKYI,2
DOBROVODSKÝ,2
DOBROWICKI,2
DOBROWINSKI,2
DOBROWKIN,2
DOBROWNIK,2
DOBROWOLSKI-ZYLOK,2
DOBROZHANSKYI,2
DOBRUCKI-JANECZEK,2
DOBRYCH,2
DOBRYDA,2
DOBRYDIN,2
DOBRYNSKI,2
DOBRZALICKI,2
DOBRZANSKI KOPACZEWSKI,2
DOBRZANSKI-SULARZ,2
DOBRZECKI,2
DOBRZENIECKI-LUKASIEWICZ,2
DOBRZEWICKI,2
DOBRZYNIEC,2
DOBRZYNSKI-SALEK,2
DOBUS,2
DOBUSZOWSKI,2
DOBUZHYNSKYI,2
DOBYCHIN,2
DOBYSHEV,2
DOBZHYNETSKYI,2
DOCE,2
DOCHA,2
DOCHALSKI,2
DOCI,2
DOCIAK RIVERO,2
DOCZEW,2
DOČI,2
DODGE,2
DODIG,2
DODIK,2
DODIS,2
DODITA,2
DODITSA,2
DODIYA,2
DODOKA,2
DODOS,2
DODOW,2
DODU,2
DOĞDU,2
DODULADENKO,2
DODULIAK,2
DODURYCH,2
DODUSHKO,2
DODZIUK,2
DOELLERT,2
DOERRE,2
DOGARI,2
DOGBE,2
DOGDURBEK UULU,2
DOGGETT,2
DOGGUY,2
DOGIN,2
DOGRU,2
DOGU,2
DOH,2
DOHADAIEV,2
DOHADIN,2
DOHADKIN,2
DOHARIEV,2
DOHARU,2
DOHMAN,2
DOHMANN,2
DOHTIEV,2
DOIC,2
DOICHEV,2
DOIG,2
DOINJASHVILI,2
DOIZHA,2
DOJIĆ,2
DOKALENKO,2
DOKALIUK,2
DOKHNENKO,2
DOKHTYCH,2
DOKIMUK,2
DOKIYENKO,2
DOKKUEV,2
DOKLE,2
DOKMAN,2
DOKODOMSKI,2
DOKSARAS,2
DOKSZYCKI,2
DOKTOROV,2
DOKTORUK,2
DOKUCHAY,2
DOKUCKI-JEPIFANOW,2
DOKUKO,2
DOKVADZE,2
DOLBADZE,2
DOLBAK,2
DOLBAN,2
DOLBILOV,2
DOLBIN,2
DOLBNIA,2
DOLCHUK,2
DOLDERSUM,2
DOLEJSZ-DA SILVA,2
DOLEJŠI,2
DOLEK,2
DOLENDOWSKI,2
DOLENIUK,2
DOLENKOV,2
DOLESKI,2
DOLETSKYI,2
DOLEV DELEEUW,2
DOLEZAL,2
DOLEŽEL,2
DOLGANIUC,2
DOLGANOV,2
DOLGOPOL,2
DOLGORMAA,2
DOLGORUKOV,2
DOLGUN,2
DOLGYI,2
DOLHACHEV,2
DOLHIIEV,2
DOLHOBORODOV,2
DOLHONENKO,2
DOLHOPOL,2
DOLHORUCHKO,2
DOLHORUKOV,2
DOLHOSHEIA,2
DOLIAN,2
DOLIANOVSKYI,2
DOLINA SULIMA,2
DOLINCZYK,2
DOLINSCHI,2
DOLINSKA,2
DOLINSKI-STRAUS,2
DOLISHNYAK,2
DOLIWA-KLEPACKI,2
DOLKHAEV,2
DOLKO,2
DOLLE,2
DOLLWET,2
DOLMA,2
DOLOBANKO,2
DOLOG,2
DOLOKA,2
DOLOMAN,2
DOLONSKYI,2
DOLOSKI,2
DOLOTKO,2
DOLOTOV,2
DOLOVANIUK,2
DOLOVČAK,2
DOLS,2
DOLSKYI,2
DOLUDDA,2
DOLYA,2
DOLZHANOV,2
DOLZHKEVYCH,2
DOLHYJ,2
DOLNER,2
DOLOBIEJ,2
DOLOMISIEWICZ-SYED,2
DOLOTA,2
DOLOTTO,2
DOLOZYCKI,2
DOLSZKIEWICZ,2
DOLUBECZKO,2
DOLZEWSKI,2
DOLZKIEWICZ,2
DOLZYKOW,2
DOMAGALLA,2
DOMAGALA-HANANIA,2
DOMAGALA-HABEK,2
DOMAGK,2
DOMAHALSKYI,2
DOMAKOSKI,2
DOMALIK-PLAKWICZ,2
DOMANAGIĆ,2
DOMANEKU,2
DOMANIA,2
DOMANIWSKI,2
DOMANKEWITZ,2
DOMANN,2
DOMANOWICZ,2
DOMANSKI-BURZYNSKI,2
DOMANSKI-LASOTA,2
DOMANSKI-MOLDAWA,2
DOMANSKI-SADLOWSKI,2
DOMARACKAS,2
DOMARADEK,2
DOMARADZKI-OSTOJA,2
DOMARCHUK,2
DOMAREV,2
DOMASZIUS,2
DOMASZOWIEC,2
DOMAZAR,2
DOMBAL,2
DOMBAY,2
DOMBERGER,2
DOMBI,2
DOMBROV,2
DOMBROVSCHII,2
DOMBROVSKI,2
DOMBROVSKII,2
DOMBROWSKYJ,2
DOMBROWKA,2
DOMBRYCH,2
DOMCHEV,2
DOMCZYNSKI,2
DOMDEJ,2
DOMEL-ORLOWSKI,2
DOMELOW,2
DOMERACKI-JAKUBISZYN,2
DOMERETSKYI,2
DOMGALL,2
DOMIANCZUK,2
DOMIĆ,2
DOMIDOWSKI,2
DOMIENIAK,2
DOMINCHUK,2
DOMINCZUK,2
DOMINGUES DA SILVA,2
DOMINGUES DOS SANTOS,2
DOMINGUEZ ALVAREZ,2
DOMINGUEZ SAHAGÚN,2
DOMINIAK-STACHOWSKI,2
DOMINIKAN,2
DOMINSKYI,2
DOMISZCZAK,2
DOMITRASHCHUK,2
DOMITRYSHYN,2
DOMKA-GOLAS,2
DOMKOVYCH,2
DOMKUS,2
DOMMERT,2
DOMNENKO,2
DOMNICA,2
DOMNIKOV,2
DOMNIUK,2
DOMNOLOWSKI,2
DOMNOVICH,2
DOMNYCH,2
DOMOLAZOV,2
DOMON,2
DOMORATSKYI,2
DOMOSAD,2
DOMOSKAN,2
DOMOTSKYI,2
DOMOZYCH,2
DOMOZYK,2
DOMROES,2
DOMROESE,2
DOMSALLA,2
DOMSHYN,2
DOMUSHCHEI,2
DOMZALL,2
DONADIO,2
DONADT,2
DONAGHY,2
DONALD,2
DONALIS,2
DONATO LEMMA,2
DONATTI,2
DONAU,2
DONBRANCZUK,2
DONCHU,2
DONCHYTS,2
DONDERS,2
DONDES,2
DONDUK,2
DONEA,2
DONEDA,2
DONES,2
DONEW,2
DONFAK DONGMO,2
DONG MINH,2
DONGELMANS,2
DONGVANI,2
DONIA,2
DONICH,2
DONIK,2
DONIKOWSKI,2
DONIYOROV,2
DONKERSLOOT,2
DONNARUMMA,2
DONNET,2
DONNYK,2
DONOGHUE,2
DONOSIIAN,2
DONOSO NADEAU,2
DONOV,2
DONȚOV,2
DONOVSKI,2
DONSKY,2
DONSKYY,2
DONŢU,2
DONU,2
DONVIL,2
DONYCH,2
DONZO,2
DONCOW,2
DOOR,2
DOORN,2
DOPICHAJ,2
DOPOLYUK,2
DOPPELSZTEIN,2
DOPPELT,2
DOPPENBERG,2
DORACZEK,2
DORAISAMY,2
DORAKH,2
DORAND,2
DORANTOWICZ,2
DORAZIL,2
DORAZIL,2
D'ORAZIO,2
DORČAK,2
DORDIUK,2
DORDUKA,2
DOREMBOWICZ,2
DOREN,2
DORENBLAT,2
DORENBOS,2
DORENKAMP,2
DORENSKYI,2
DORÉ,2
DORFLER,2
DORGAN,2
DORGOSZ,2
DORINGER,2
DORISSEN,2
DORIT-KENDALL,2
DORJPALAM,2
DORNBUSCH,2
DORNECKI,2
DORNELES,2
DORNHOF,2
DORNONVILLE DE LA COUR,2
DOROBALO,2
DOROBLIAI,2
DOROCINSKI,2
DOROȘCIUC,2
DORODNIEV,2
DORODNOV,2
DOROFEJCZUK,2
DOROFYEYEV,2
DOROGAN,2
DOROHII,2
DOROJNEAC,2
DORONCHUK,2
DORONIUK,2
DORONOWICZ,2
DOROSHCHENKOV,2
DOROSHIN,2
DOROSHKEVICH,2
DOROSHKOU,2
DOROTKIN,2
DOROV,2
DOROZEWYCZ,2
DOROZHAN,2
DOROZHIVSKYI,2
DOROZKIN,2
DORRE,2
DORSTMILER,2
DORTMANN,2
DORTMANS,2
DORTOK,2
DORUK,2
DORUM,2
DORUNDIAK,2
DOS ANJOS,2
DOS SANTOS CARVALHO,2
DOS SANTOS CHAVES TRIGO MOUTINHO,2
DOS SANTOS CONSTANTINO,2
DOS SANTOS FERREIRA,2
DOS SANTOS LUIZ,2
DOS SANTOS MONTEIRO,2
DOS SANTOS OLIVEIRA,2
DOS SANTOS TRINDADE,2
DOSAWSKI,2
DOSCHANOV,2
DOSE,2
DOSHCHENKO,2
DOSHCHYK,2
DOSHCHYNSKYI,2
DOSII,2
DOSKACH,2
DOSKALOV,2
DOSKO,2
DOSKOCZYL,2
DOSKOČ,2
DOSOV,2
DOSSI,2
DOSSO,2
DOSTAL-FREIRE,2
DOSTENKO,2
DOSTI,2
DOSTLIEV,2
DOSTOVALOV,2
DOSYUK,2
DOSZCZONTEK,2
DOSZK,2
DOTIASHVILI,2
DOTSOV,2
DOTSYN,2
DOTUN,2
DOĞU,2
DOUAK,2
DOUANNE,2
DOUBEK,2
DOUBYSH,2
DOUEKE BIRBRAGHER,2
DOUEK-PIROTTE,2
DOUFANETS,2
DOUHER,2
DOUIK,2
DOUILLET,2
DOUKSHA,2
DOULIAC,2
DOUMANDJI,2
DOUMARI,2
DOUMARI PIATAK,2
DOUMEN,2
DOURAMANIS,2
DOUROUMIS,2
DOUWEK,2
DOVBAKH,2
DOVBESHKO,2
DOVGANIUK,2
DOVGEL,2
DOVGOPOLIUK,2
DOVGUNYK,2
DOVHALOV,2
DOVHANYUK,2
DOVHAS,2
DOVHEL,2
DOVHIL,2
DOVHINKA,2
DOVHOMYLIA,2
DOVHOPOLIK,2
DOVHOPOLYY,2
DOVHOSHYYA,2
DOVHOSPYNNYI,2
DOVIAK,2
DOVZHANSKYY,2
DOVZHANYN,2
DOVZHEVITKO,2
DOWBENKO,2
DOWBIESZKO,2
DOWCHAN-KOWALSKI,2
DOWDA-TCHORZEWSKI,2
DOWDY,2
DOWGAL,2
DOWGANIUK,2
DOWHAL,2
DOWHALSKI,2
DOWIAK,2
DOWIAT-URBANSKI,2
DOWINDT,2
DOWLATOW,2
DOWLESZEWICZ,2
DOWNES,2
DOWNEY NAJDECKI,2
DOWOYNA-SYLWESTROWICZ,2
DOWSEY,2
DOWZYCZ,2
DOXOPOULOS,2
DOYNIAK,2
DOYNOV,2
DOZHAK,2
DOZHDANIUK,2
DOZHURAIEV,2
DOZIRTSIV,2
DORIA,2
DŐLLINGER,2
DÖBLER,2
DÖHLER,2
DÖRK,2
DÖRN,2
DRABARCZYK VEL GRABARCZYK,2
DRABAZHA,2
DRABBLE,2
DRABCZYNSKI,2
DRABETS,2
DRABIANKOU,2
DRABIK-DRABICKI,2
DRABINSKYJ,2
DRABIVSKYI,2
DRABKIN,2
DRABOVSKYI,2
DRABSANI,2
DRABSZ,2
DRABYNKO,2
DRACHKO,2
DRACHYLOUSKI,2
DRACHYNICZ,2
DRAC-TATON,2
DRACZENKO,2
DRAFFIN,2
DRAGALIN,2
DRAGANCHEV,2
DRAGANIĆ,2
DRAGANSKI VEL DRAGAN,2
DRAGE,2
DRAGNEA,2
DRAGOJ,2
DRAGOJEW,2
DRAGOMAN,2
DRAGOMERETSKYI,2
DRAGONETTI,2
DRAGON,2
DRAGOTI,2
DRAGUNOWSKI,2
DRAGUN,2
DRAHALIOU,2
DRAHNIEV,2
DRAHOKAUPIL,2
DRAHOKOUPIL,2
DRAHOKOUPILL,2
DRAHOMYR,2
DRAHOMYRECKYJ,2
DRAHONIUK,2
DRAHOV,2
DRAHULOV,2
DRAISAWI,2
DRAISEY,2
DRAIUK,2
DRAJAN,2
DRAJKOPYL,2
DRAJNUDEL,2
DRAKHANCHUK,2
DRAKOPOULOS,2
DRAKOS,2
DRAKOVAC,2
DRAKOWICZ,2
DRALINSKI,2
DRALO,2
DRAMACZONEK,2
DRAMBOWICZ,2
DRAMÉ,2
DRAMMEH,2
DRAN,2
DRANCHENKO,2
DRANCZUK,2
DRANEVICH,2
DRANISHNIKOV,2
DRANNYK,2
DRANOV,2
DRAPATYI,2
DRAPÁK,2
DRAPEI,2
DRAPER,2
DRAPEY,2
DRAPII,2
DRAPPATZ,2
DRAPUS,2
DRASCHOF,2
DRASHKO,2
DRASHPUL,2
DRASZKA,2
DRASZOW,2
DRASZPA,2
DRAŠKOVIĆ,2
DRATEK,2
DRATOVANYI,2
DRATVITSKI,2
DRAUSEL,2
DRAVETSKYI,2
DRAVNIEKS,2
DRAXLER,2
DRAYNA,2
DRAZEWSKI,2
DRAZE,2
DRAG-ZIELINSKI,2
DRAG-ZIEMIANSKI,2
DRASZKOWIAK,2
DRAZKIEWICZ,2
DRAZDZEWSKI,2
DRAZDZ,2
DRÁBEK,2
DRÁBIK,2
DRĂGHICI,2
DRĂGOI,2
DRĂGULIN,2
DREBERT,2
DRECKA,2
DREER,2
DREESSEN,2
DREGLEA,2
DREHEL,2
DREIBAND,2
DREIEV,2
DREIFUS ZAMOSKEVICH,2
DREILING,2
DREIMANIS,2
DREẞLER,2
DRELIUSH,2
DRELL,2
DRELOK,2
DRELUK,2
DREMIERRE,2
DREMLIAKOV,2
DREMLYUKH,2
DREMOV,2
DRENCHEV,2
DRENSKI,2
DRENSKI,2
DRESDZON,2
DRESSEL,2
DRESZER KORC,2
DRETZLER,2
DREVIN,2
DREVNYTSKYI,2
DREVYTSKYI,2
DREWIC,2
DREWNAK,2
DREWNIAK-RAFF,2
DREZDZON,2
DREZEWSKI,2
DREZDZENIEWSKI,2
DRǍGAN,2
DRIAMIN,2
DRIAPIK,2
DRIBNIUK,2
DRICZYMSKI,2
DRIDECHE BERROUANE,2
DRIELING,2
DRIEMAN,2
DRIES,2
DRIEWIT,2
DRIGALLA,2
DRIHA,2
DRIMER,2
DRIMOV,2
DRINKORN,2
DRIN,2
DRIUCHYLO,2
DRIUMOV,2
DRIZHAKOV,2
DRKZANLE,2
DRLANOV,2
DİRLİK,2
DRNOVŠEK,2
DROBAC,2
DROBASHKO,2
DROBATIUK,2
DROBCZYNSKI-FERREIRA,2
DROBE,2
DROBEN,2
DROBIAZGHIN,2
DROBIAZGHO,2
DROBINKA,2
DROBINKO,2
DROBISCH,2
DROBNIC,2
DROBNITSKYI,2
DROBNJAK,2
DROBNOWSKI,2
DROBNYCH,2
DROBNYTSKYI,2
DROBOTEY,2
DROBOTIY,2
DROBUT,2
DROBYTSKYI,2
DROCHAK,2
DROCHNER,2
DROEFKE,2
DROFYAK,2
DROFYCH,2
DROFYSHYN,2
DROGOBYTSKYI,2
DROGOMIR,2
DROGOS,2
DROGOSCH,2
DROGOSZEWICZ,2
DROHOCKI,2
DROHOMYRETSKYY,2
DROHOROB,2
DROHSEL,2
DROKANAU,2
DROMERECKI,2
DROMMERT,2
DROMNICKI,2
DRONDIN,2
DRONGOWSKI,2
DRONIK,2
DRONIN,2
DRONIV,2
DRONJAK,2
DRONSGALLA,2
DRONYAK,2
DRONZIKOWSKI,2
DRONZKOWSKI,2
DRONZKIEWICZ,2
DROPEĆ,2
DROPIOWSKI,2
DRORANI,2
DROSCEAC,2
DROSCHINSKI,2
DROSDECK,2
DROSDZIK,2
DROSDZIOL,2
DROSDZOWSKI,2
DROSHCHAK,2
DROSHCHYNSKYI,2
DROSSELLA,2
DROSU,2
DROSZCZAK-OKON,2
DROT DE GOURVILLE,2
DROTCHENKO,2
DROTIAK,2
DROTTENBERG,2
DROUGARD,2
DROUMEV,2
DROVAL,2
DROVORUB,2
DROWDWILLO,2
DROZAKIEWICZ,2
DROZDEK-CHMIELEWSKI,2
DROZDOVITCH,2
DROZDOVSKIY,2
DROZDOWSKI SCHEID,2
DROZDOWSKI SOWA,2
DROZDOWSKI-STREHL,2
DROZDZEL,2
DROZDZIAL,2
DROZDZIKOWSKI,2
DROZDZIOL,2
DROZDZYNSKI,2
DROZHAK,2
DROZHEVSKYI,2
DROZHININ,2
DROZHYN,2
DROZHZHYN,2
DROZIUK,2
DROZOSKI,2
DROZDZIKIEWICZ,2
DROZDZOWSKI,2
DROZDZ,2
DROZDZAL,2
DROZDZYK,2
DROZCZ,2
DROZDRZEWSKI,2
DROZDZAL,2
DROZDZOL,2
DROZDZOL,2
DROZEJKO,2
DROZENSKI,2
DROZZA,2
DROZDZ,2
DROZBIN,2
DROZNIAKIEWICZ,2
DRÖSSLER,2
DRUȚA,2
DRUBIECKI,2
DRUC,2
DRUCHOWICZ,2
DRUCKI-SOKOLINSKI,2
DRUETTA,2
DRUHAKOU,2
DRUHET,2
DRUHOV,2
DRUKHOVETS,2
DRUKKER,2
DRUKMAN,2
DRUKOWSKI,2
DRUKTEINIS,2
DRULIAK,2
DRUM,2
DRUMARETSKYI,2
DRUMASHKO,2
DRUMBLEWSKI,2
DRUMCHOHLO,2
DRUMLA,2
DRUPALUK,2
DRURI,2
DRUSHLIAKOV,2
DRUSKI,2
DRUSZECKI,2
DRUTA,2
DRUZHKOVSKYI,2
DRUZHYNA,2
DRUZHYNETS,2
DRUZHYNINSKYI,2
DRUZHYNS'KYI,2
DRUZIAKA,2
DRUZIAKIN,2
DRUZBICKI,2
DRUZDZEL,2
DRUZDZIEL,2
DRUZELA,2
DRUZEWSKI,2
DRÜSEDAU,2
DRWILO,2
DRYA,2
DRYANSKI,2
DRYA-OSIECKI,2
DRYBANSKI,2
DRYGALLO,2
DRYGAS-MIZERA,2
DRYGIEL-DRYGLAK,2
DRYGIENCZO,2
DRYGO,2
DRYGOLSKI,2
DRYHACH,2
DRYHEL,2
DRYHUNETS,2
DRYJACKI,2
DRYJANSKI,2
DRYLLA,2
DRYMALYK,2
DRYNA,2
DRYNDAK,2
DRYNDAS,2
DRYNEUSKI,2
DRYNOV,2
DRYSZCZUK,2
DRYZDNAL,2
DRYZHANOH,2
DRYZNO,2
DRYZEK,2
DRZAL,2
DRZAZDZYNSKI,2
DRZAZGA BOROWSKI,2
DRZAZGA-MAKOSZ,2
DRZAZDZYNSKI,2
DRZAZDZEWSKI,2
DRZAZDZEWSKI,2
DRZEMCZEWSKI,2
DRZENZLA,2
DRZENZLA,2
DRZERSKI,2
DRZESZKOWSKI,2
DRZEWO,2
DRZEWODZKI,2
DRZEWOSZ,2
DRZHAVETSKI,2
DRZIZGA,2
DRZONSGALA,2
DRZYCINSKI,2
DU BOIS D'ENGHIEN,2
DU CANE,2
DU CHÂTEAU,2
DU RAND,2
DU TOIT,2
DUANGPHITHAK,2
DUARTE LUSZCZYNSKI,2
DUARTE MASLOWSKI,2
DUARTE VALENTIM,2
DUBACHENKO,2
DUBACHYNSKYI,2
DUBACZ,2
DUBADZEL,2
DUBAI KRUL,2
DUBAI MACHADO,2
DUBANOVYCH,2
DUBASOV,2
DUBEICHUK,2
DUBEIKO,2
DUBELEWSKYJ,2
DUBENETS,2
DUBENKOV,2
DUBEŇ,2
DUBESHKA,2
DUBETS,2
DUBIȚA,2
DUBICZENKO,2
DUBIEL-DREZEK,2
DUBIEL-KOT,2
DUBINCHAK,2
DUBINENKO,2
DUBINETSKYI,2
DUBINI,2
DUBININ-BOMBA,2
DUBINOVIĆ,2
DUBINSKY,2
DUBISHCHAK,2
DUBISHCHUK,2
DUBITSKYY,2
DUBIUK,2
DUBKOVSKYI,2
DUBKOVYCH,2
DUBLANIK,2
DUBLER,2
DUBLESKI,2
DUBLIAK,2
DUBNA,2
DUBNOV RAZ,2
DUBOCHYNSKYI,2
DUBODIELOV,2
DUBODIL,2
DUBOIS DE MONTREYNAUD,2
DUBOIS-PLACAK,2
DUBONOS,2
DUBONOSOW,2
DUBOS,2
DUBOVICH,2
DUBOVICI,2
DUBOVITSKYI,2
DUBOVSKI,2
DUBOVSKIS,2
DUBOVSKOV,2
DUBOVSKÝ,2
DUBOVTSEV,2
DUBOVY,2
DUBOVYCHENKO,2
DUBOWOJ,2
DUBRAVIN,2
DUBRIVNYI,2
DUBROUKA,2
DUBROUSHCHYK,2
DUBROVKIN,2
DUBROVSKII,2
DUBROWKO,2
DUBROWNIK-KOWALSKI,2
DUBRULLE,2
DUBSKÝ,2
DUBUC,2
DUBYNIN,2
DUBYNOVSKYI,2
DUBZINSKI,2
DUCAROIR,2
DUCHAN-OGRODNIK,2
DU-CHÂTEAU,2
DUCHESNE,2
DUCHMAN,2
DUCHNOWSKI-SZCZOTKA,2
DUCHOŇ,2
DUCHOVSKI,2
DUCKETT,2
DUCLOUX,2
DUȘCU,2
DUCZYNSKI-JELICZEK,2
DUĆKO,2
DUD,2
DUDA VEL GRACZ,2
DUDACZY,2
DUDA-CZYZOWICZ,2
DUDA-DUDZINSKI,2
DUDA-FRANCZAK,2
DUDA-GUMOLA,2
DUDA-JANKOWIAK,2
DUDAM,2
DUDARKO,2
DUDAROK,2
DUDA-SARLEJ,2
DUDA-WIERZBICKI,2
DUDÁŠ,2
DUDDE,2
DUDEK-LEWIN,2
DUDEN,2
DUDENCHENKO,2
DUDENKOV,2
DUDERSTEDT,2
DUDERSZTADT,2
DUDICH,2
DUDIJ-MAKSYMCZUK,2
DUDIY,2
DUDKIEWICZ KARPENKO,2
DUDKIEWICZ-DUDEK,2
DUDKOUSKI,2
DUDKOVSKYI,2
DUDLA,2
DUDNIAK,2
DUDNIKAU,2
